Date,Month,Year,Channel,Location,Format,Ad_Name,Full_Ad_Name,Purchases,Revenue,Impressions,Ad_Clicks,Spend,Leads
2022-09-12,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,1,746.3,225,78,49.798667,
2022-09-12,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,1,484.2,120,15,21.233333,
2022-09-12,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,4,2763.130327,263,49,99.84,
2022-09-13,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,16,3,10.972,
2022-09-13,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,26,1,3.362667,
2022-09-13,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,100,32,17.853333,
2022-09-13,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,0,55.83913,163,31,69.524,
2022-09-13,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,1,1184.772683,61,9,31.546667,
2022-09-13,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,3,2114.65,119,24,45.517333,
2022-09-14,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,10,1,0.086667,
2022-09-14,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,6,0,0,
2022-09-14,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,33,8,32.309333,
2022-09-14,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,131,46,36.729333,
2022-09-14,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,88,19,34.58,
2022-09-14,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,185,27,72.834667,
2022-09-15,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,2,0,0,
2022-09-15,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,33,3,7.470667,
2022-09-15,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,74,37,23.278667,
2022-09-15,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,0,32.542508,35,6,2.686667,
2022-09-15,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,1,952.2,151,34,58.621333,
2022-09-15,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,413.1,108,20,54.166667,
2022-09-16,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,6,1,0.364,
2022-09-16,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,19,2,0.970667,
2022-09-16,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,64,18,25.341333,
2022-09-16,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,72,8,2.218667,
2022-09-16,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,2,1098.15,182,62,30.350667,
2022-09-16,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,2931.4,142,29,77.878667,
2022-09-17,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,7,2,0.173333,
2022-09-17,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,1,0,0,
2022-09-17,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,5,0,0,
2022-09-17,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,25,5,4.368,
2022-09-17,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,0,75.200311,55,11,26.468,
2022-09-17,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,1,390.15,143,55,35.932,
2022-09-18,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,13,4,0.589333,
2022-09-18,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,141,24,66.230667,
2022-09-18,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,0,239.406977,9,1,7.852,
2022-09-18,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,0,43.152104,71,21,22.862667,
2022-09-18,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,1,303.97181,134,19,43.870667,
2022-09-18,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,1,220.472056,224,57,45.916,
2022-09-19,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,11,1,3.848,
2022-09-19,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,2,0,0,
2022-09-19,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,203,58,44.286667,
2022-09-19,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,0,0,21,3,0.433333,
2022-09-19,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,0,89.382034,77,10,17.94,
2022-09-19,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,0,89.564211,209,33,125.250667,
2022-09-20,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,13,3,6.084,
2022-09-20,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,130,25,30.645333,
2022-09-20,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,131,52,34.614667,
2022-09-20,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,178,26,60.718667,
2022-09-20,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,0,279.507182,11,4,5.494667,
2022-09-20,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,1,1057.9,61,12,14.490667,
2022-09-21,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,11,2,5.702667,
2022-09-21,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,4,0,0,
2022-09-21,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,92,11,21.701333,
2022-09-21,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,243,38,104.069333,
2022-09-21,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,1,395.1,211,77,53.525333,
2022-09-21,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,1,428.568494,91,12,4.576,
2022-09-22,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,8,2,2.634667,
2022-09-22,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,13,3,2.132,
2022-09-22,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,9,1,3.068,
2022-09-22,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,0,0,13,5,3.276,
2022-09-22,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,0,0,13,0,0,
2022-09-22,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,1,359.2,127,25,51.688,
2022-09-23,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,6,0,0,
2022-09-23,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,1,0,0,
2022-09-23,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,87,15,10.625333,
2022-09-23,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,29,5,2.461333,
2022-09-23,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,594.161618,182,42,110.916,
2022-09-23,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,3,966.962304,221,92,67.669333,
2022-09-24,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,3,0,0,
2022-09-24,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,1,0,0,
2022-09-24,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,4,0,0,
2022-09-24,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,203,54,45.569333,
2022-09-24,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,81,9,4.16,
2022-09-24,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,389.95,108,20,86.06,
2022-09-25,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,13,1,5.98,
2022-09-25,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,17,2,3.570667,
2022-09-25,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,136,22,65.502667,
2022-09-25,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,219,80,77.445333,
2022-09-25,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,122,17,47.06,
2022-09-25,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,0,87.118709,80,13,13.225333,
2022-09-26,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,12,3,10.729333,
2022-09-26,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,7,0,0,
2022-09-26,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,17,1,2.548,
2022-09-26,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,214,62,52.589333,
2022-09-26,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,144,16,12.358667,
2022-09-26,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,1293.624678,204,48,140.521333,
2022-09-27,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,17,5,12.098667,
2022-09-27,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,21,10,10.036,
2022-09-27,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,149,23,62.434667,
2022-09-27,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,0,272.318647,179,28,71.898667,
2022-09-27,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,1,220.514562,128,33,28.097333,
2022-09-27,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,1,487.585364,110,8,31.044,
2022-09-28,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,21,4,2.045333,
2022-09-28,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,3,0,0,
2022-09-28,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,188,60,49.781333,
2022-09-28,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,61,10,23.92,
2022-09-28,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,0,293.193529,40,5,7.470667,
2022-09-28,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,418.550723,211,44,120.622667,
2022-09-29,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,6,2,1.421333,
2022-09-29,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,21,3,1.057333,
2022-09-29,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,92,26,24.630667,
2022-09-29,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,0,0,33,5,6.968,
2022-09-29,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,1,890.557898,156,32,34.042667,
2022-09-29,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,267.141593,97,21,47.944,
2022-09-30,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,2,0,0,
2022-09-30,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,10,0,0,
2022-09-30,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,157,23,62.989333,
2022-09-30,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,0,0.248542,70,6,3.64,
2022-09-30,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,0,140.677013,91,14,12.982667,
2022-09-30,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,1,1052.1,264,79,55.934667,
2022-10-01,October,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,8,2,6.170667,
2022-10-01,October,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,0,0,0,
2022-10-01,October,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,10,0,0,
2022-10-01,October,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,290,70,76.561333,
2022-10-01,October,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,129,15,23.712,
2022-10-01,October,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,165,23,60.874667,
2022-10-02,October,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,4,0,0,
2022-10-02,October,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,14,3,3.154667,
2022-10-02,October,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,163,13,31.234667,
2022-10-02,October,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,274,84,55.553333,
2022-10-02,October,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,0,300.097568,107,19,15.374667,
2022-10-02,October,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,0,301.67735,129,16,55.414667,
2022-10-03,October,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,5,1,1.3,
2022-10-03,October,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,2,1,0.26,
2022-10-03,October,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,26,5,1.664,
2022-10-03,October,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,156,9,9.186667,
2022-10-03,October,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,229,34,92.265333,
2022-10-03,October,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,2,1564.2,249,75,55.986667,
2022-10-04,October,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,5,1,1.56,
